topic,word,weight
-1,chess,0.0381141496201548
-1,the,0.02616100699165315
-1,image,0.024630781033124483
-1,description,0.024620644466333268
-1,of,0.024532103916521088
-1,and,0.021424162438378126
-1,with,0.021129954169273355
-1,in,0.0210012789288038
-1,on,0.02008209902702879
-1,to,0.016933838332691364
0,alonso,0.04009606303198474
0,f1,0.03864771860354892
0,formula1,0.0277902803309939
0,race,0.025130312607898633
0,ferrari,0.02476255193558792
0,astonmartin,0.0239519291844066
0,de,0.023685329102946313
0,verstappen,0.023684943340213736
0,racing,0.023376061370772874
0,the,0.02336901006918002
1,chess,0.07833478009560209
1,board,0.050815976062531736
1,pieces,0.045155281902437526
1,vous,0.04043187077000344
1,it,0.03947121160417944
1,puzzle,0.03843611726999607
1,with,0.03632834995754301
1,on,0.03288655690022404
1,chesspuzzle,0.03174380608373311
1,piece,0.03053399602535839
2,chess,0.0477811065641433
2,for,0.044766228944842244
2,to,0.03314982591462123
2,and,0.03235906720496914
2,the,0.030186372359145848
2,poster,0.027398023098568133
2,with,0.025573123534475453
2,tournament,0.02402146498604815
2,join,0.022680102655479595
2,your,0.021927364932023942
3,de,0.07766458460440974
3,en,0.04798794286330833
3,ajedrez,0.04457498500365554
3,el,0.032106996219799205
3,xadrez,0.02996396894274673
3,para,0.02990835989536728
3,la,0.028582449844828075
3,se,0.025199955904728615
3,chess,0.02511629436655733
3,que,0.0211980292964125
4,chessmemes,0.06443220645300698
4,follow,0.04848804438621652
4,chessplz,0.045561750518052384
4,chess,0.04161271586643066
4,chessisgod,0.0374995514646302
4,cartoon,0.0373144930515918
4,memes,0.0373144930515918
4,image,0.035265200996718656
4,chessmaster,0.03454091512876492
4,chesstactics,0.03292926072634081
5,chess,0.04632445684208595
5,fide,0.039633391393548704
5,playing,0.03592340678783292
5,sitting,0.03277966377636961
5,table,0.031380588603095755
5,chesskids,0.03095240958213863
5,description,0.030827989973198695
5,image,0.02996858061425891
5,in,0.029420512251721487
5,at,0.029193870056568413
6,chess,0.03683911862022327
6,of,0.03449525142232928
6,pieces,0.030716342593748017
6,set,0.030321337431810844
6,and,0.02919536124294173
6,on,0.02900491098275978
6,the,0.02723508808387033
6,with,0.02662254333312845
